,259485239,259637765,259846083,259846093,259846179,259846261,265894528,266382478,268022228,275593515,280792458,280824196,280991147,281031258,281031494,281186021,281186157,281257168,281266824,282059796,282059812,287700999,290463911,295548268,304626645,304638452,304648426,304648496,304648587,304656436,305388885,309921630,310419547,310433547,310781491,311596063,311596405,311596434,312023760,312025489,312925796,313929573,316421515,316421519,317097173,317325218,317346622,335023285,335424331,360641402,360643704,360648502,360659795,360796809,360797030,362242416,362654343,364909260,364909282,544465063,566731900,570096127,600161922,600180139,720571230,727678348,739306931,763619010,835957850,835957868,1032261863,1106715264,1222218443,1285911794,1870648636,2286917083,2381601797,2397504086,2422025705,2612038102,3101800431,3113217164,3358672672,3418413364,3418413474,3700957947,3745404186,4085241817,4293691123,4294196112,4574059744,4914899889,5301313588,5315548501,5409647214,6034416208,6533691138,6895353620,6905414381,8321645412
27353414,988,897,725,764,798,789,835,621,361,572,690,691,690,535,696,705,677,655,695,391,323,622,523,581,839,731,776,853,766,981,312,441,808,707,826,982,972,1064,878,859,433,463,484,509,535,397,640,623,509,900,941,926,845,634,672,688,636,892,896,280,408,380,475,369,568,481,312,460,440,437,532,674,659,940,685,336,546,606,298,513,491,704,404,641,658,865,566,774,642,484,143,834,648,495,293,447,721,681,623,578
27353422,955,864,684,723,757,748,802,563,345,487,632,633,632,477,638,647,619,597,637,278,210,509,413,499,798,690,735,812,725,940,373,408,775,674,793,1083,1073,964,837,818,494,350,545,570,502,458,607,565,396,859,900,885,804,601,639,575,523,993,997,341,469,481,356,256,449,454,373,521,541,538,633,616,632,1041,652,295,647,548,265,499,592,805,291,608,625,824,533,716,743,585,30,793,615,468,180,420,663,648,565,564
27429827,1013,922,641,680,714,705,860,537,673,815,606,607,606,451,612,621,593,571,611,606,538,641,741,827,755,647,692,769,682,897,502,466,833,732,851,1052,1040,1031,794,775,623,678,614,639,560,587,665,539,534,816,857,842,761,659,697,707,661,1264,1268,470,538,617,684,584,777,290,502,590,812,809,904,590,453,1312,710,252,918,522,323,163,863,1076,528,666,683,781,591,690,1014,856,365,750,673,286,508,411,637,706,539,228
27472271,883,792,878,917,951,942,786,774,731,942,843,844,843,688,849,858,830,808,848,779,711,878,914,951,992,884,929,1006,919,1134,424,392,703,572,721,978,966,957,1031,1012,547,851,540,565,486,537,591,776,771,1053,1094,1079,998,585,623,944,898,1188,1192,481,464,541,857,757,950,29,513,516,736,733,828,827,191,1236,636,489,842,759,287,290,787,1000,765,592,609,1018,517,927,938,780,538,987,599,25,681,230,874,632,776,355
27472278,940,849,706,745,779,770,787,602,645,787,671,672,671,516,677,686,658,636,676,578,510,706,713,799,820,712,757,834,747,962,404,393,760,659,778,979,967,958,859,840,525,650,541,566,487,489,592,604,599,881,922,907,826,586,624,772,726,1166,1170,372,465,519,656,556,749,181,404,517,714,711,806,655,359,1214,637,317,820,587,241,199,765,978,591,593,610,846,518,755,916,758,337,815,600,195,480,317,702,633,604,264
27489160,945,854,663,702,736,727,792,558,340,482,627,628,627,472,633,642,614,592,632,273,205,504,408,494,777,669,714,791,704,919,363,398,765,664,783,1045,1035,1127,816,797,484,345,535,560,492,448,597,560,391,838,879,864,783,591,629,570,518,955,959,331,459,443,351,251,444,444,363,511,503,500,595,611,622,1003,642,274,609,543,255,489,554,767,286,598,615,803,523,711,705,547,32,772,605,458,175,410,658,638,560,554
27489171,1076,985,568,607,641,632,923,464,468,615,533,534,533,378,539,548,520,498,538,406,338,568,541,627,682,574,619,696,609,824,494,529,896,795,914,1089,1079,1171,721,702,587,478,666,691,623,579,728,466,461,743,784,769,688,722,760,634,588,999,1003,462,590,487,484,384,577,528,494,642,547,544,639,517,706,1047,773,179,653,449,386,485,598,811,419,729,746,708,654,617,749,591,165,677,736,542,308,534,564,769,466,531
27489174,1036,945,576,615,649,640,883,472,503,650,541,542,541,386,547,556,528,506,546,441,373,576,576,662,690,582,627,704,617,832,481,489,856,755,874,1124,1114,1206,729,710,602,513,653,678,583,566,688,474,469,751,792,777,696,682,720,642,596,1034,1038,449,577,522,519,419,612,491,481,629,582,579,674,525,669,1082,733,187,688,457,346,426,633,846,454,689,706,716,614,625,784,626,200,685,696,505,343,497,572,729,474,472
27489433,1085,994,582,621,655,646,932,478,505,652,547,548,547,392,553,562,534,512,552,443,375,582,578,664,696,588,633,710,623,838,531,538,905,804,923,1126,1116,1208,735,716,624,515,703,728,632,616,737,480,475,757,798,783,702,731,769,648,602,1036,1040,499,627,524,521,421,614,540,531,679,584,581,676,531,718,1084,782,193,690,463,395,475,635,848,456,738,755,722,663,631,786,628,202,691,745,554,345,546,578,778,480,521
27489444,1005,914,616,655,689,680,852,512,456,603,581,582,581,426,587,596,568,546,586,394,326,616,529,615,730,622,667,744,657,872,423,458,825,724,843,1077,1067,1159,769,750,544,466,595,620,552,508,657,514,512,791,832,817,736,651,689,682,639,987,991,391,519,475,472,372,565,477,423,571,535,532,627,565,655,1035,702,227,641,497,315,516,586,799,407,658,675,756,583,665,737,579,153,725,665,491,296,483,612,698,514,581
27489837,1044,953,584,623,657,648,891,480,573,720,549,550,549,394,555,564,536,514,554,511,443,584,646,732,698,590,635,712,625,840,529,497,864,763,882,1194,1184,1062,737,718,652,583,645,670,591,641,696,482,477,759,800,785,704,690,728,650,604,1104,1108,524,569,592,589,489,682,517,556,621,652,649,744,533,695,1152,741,195,758,465,354,434,703,916,471,697,714,724,622,633,854,696,270,693,704,557,413,509,580,737,482,480
